Street,Area,Price,sqm,Rooms,PricePerSqm,lat,lng
Simon-Dach-Str. 22,Friedrichshain(Friedrichshain),820.0,42.0,1,19.523809523809526,52.5085836,13.4548093
Wendenschloßstraße 49,Köpenick(Köpenick),964.0,87.57,3,11.008336188192304,52.4435669,13.583731
Simon-Dach-Straße 22,Friedrichshain(Friedrichshain),749.0,29.27,1,25.589340621797064,52.5085836,13.4548093
,Lichterfelde(Steglitz),990.0,86.0,3,11.511627906976743,52.4313941,13.3096735
Mörchinger Str xxx,Lichterfelde(Steglitz),600.0,30.0,1,20.0,52.43877819999999,13.2768676
,Wannsee(Zehlendorf),980.0,98.0,"3,5",10.0,52.415113,13.1468678
Dahmestr. 9,Grünau(Köpenick),1250.0,109.0,4,11.46788990825688,52.42055999999999,13.58046
Karlsruher Str. 18,Wilmersdorf(Wilmersdorf),1222.0,47.0,2,26.0,52.5015674,13.2945661
Heidestraße 19,Tiergarten(Tiergarten),2259.45,121.15,3,18.65002063557573,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1576.88,85.7,3,18.400000000000002,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1841.94,92.56,4,19.899956784788245,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2275.82,122.29,4,18.61002534957887,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1528.55,81.96,3,18.649951195705224,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1929.36,100.75,3,19.149975186104218,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1461.03,79.62,3,18.35003767897513,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1601.71,81.72,3,19.59997552618698,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1872.39,108.86,3,17.1999816277788,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1543.19,81.65,3,18.90006123698714,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1503.07,84.68,3,17.749999999999996,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1952.44,104.13,4,18.750024008450975,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2135.49,101.69,3,21.0,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1795.36,97.84,3,18.349959116925593,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1880.75,92.42,4,20.350032460506384,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1529.44,81.57,3,18.750030648522742,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2487.88,121.36,5,20.5,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2204.19,107.26,4,20.549972030579898,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1771.45,97.87,4,18.100030652906916,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2476.8,115.2,4,21.5,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1408.88,80.05,3,17.6,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1583.5,86.06,3,18.399953520799443,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1677.36,93.97,3,17.84995211237629,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1162.88,58.88,2,19.75,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1813.37,98.02,3,18.5,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1404.7,80.73,3,17.399975226062182,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1593.93,81.95,3,19.450030506406346,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2149.92,119.44,3,18.0,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1543.56,81.67,3,18.899963266805436,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1513.86,84.81,3,17.85001768659356,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1854.81,92.05,4,20.150027159152636,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2131.92,101.52,3,21.0,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1518.5,85.07,3,17.85000587751264,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1519.39,85.12,3,17.8499765037594,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2379.41,122.65,4,19.4,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),2162.91,111.49,3,19.40003587765719,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1873.01,108.58,3,17.250046048996133,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1614.62,84.98,3,18.999999999999996,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1931.8,104.14,4,18.550028807374687,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1524.89,79.01,3,19.29996203012277,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1604.14,90.12,3,17.800044385264094,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1638.02,83.36,3,19.649952015355087,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1674.06,87.1,3,19.219977037887485,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1117.51,59.92,2,18.650033377837115,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1083.56,57.79,2,18.7499567399204,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1183.53,63.46,2,18.650015757957767,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1071.15,57.9,2,18.500000000000004,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1168.22,63.49,2,18.400063002047567,52.5342539,13.3652218
,Wedding(Wedding),649.88,48.68,1,13.350041084634347,52.5504827,13.3519841
Neue Grünstraße 19c,Mitte(Mitte),2174.0,119.26,3,18.22907932248868,52.5105186,13.4060894
Rathenaustraße 7,Oberschöneweide(Köpenick),775.0,71.0,3,10.915492957746478,52.4590922,13.5276245
Brehmestraße 19,Pankow(Pankow),800.0,44.0,1,18.181818181818183,52.5620327,13.3971504
Westfälische Straße 38,Wilmersdorf(Wilmersdorf),1890.0,180.0,5,10.5,52.4963632,13.2950739
Albrecht-Achilles-Straße  59a,Wilmersdorf(Wilmersdorf),1794.0,86.0,3,20.86046511627907,52.49717159999999,13.3038514
Kaiserin-Augusta-Allee 47,Charlottenburg(Charlottenburg),2149.0,146.3,5,14.688995215311003,52.525938,13.3074124
Fischerstr. 33/34,Spandau(Spandau),1167.0,93.36,3,12.5,52.536351,13.2056426
Wexstraße 13,Schöneberg(Schöneberg),445.0,19.04,1,23.3718487394958,52.47883770000001,13.3367104
Lietzenburgerstrasse 88,Charlottenburg(Charlottenburg),1347.0,88.4,3,15.237556561085972,52.5000574,13.3219574
Eiswerderstraße 17,Spandau(Spandau),1050.0,67.0,2,15.671641791044776,52.5489059,13.2190629
,Kaulsdorf(Hellersdorf),1150.0,130.0,3,8.846153846153847,52.517596,13.5890434
Wassermannstraße 73,Adlershof(Treptow),720.0,35.0,"1,5",20.571428571428573,52.4396661,13.5521286
Sterndamm 86d,Johannisthal(Treptow),641.0,62.0,2,10.338709677419354,52.44548,13.5045001
Pölnitzweg 64,Buch(Pankow),712.5,95.0,3,7.5,52.6413456,13.4969857
An der Wuhlheide 228 b,Oberschöneweide(Köpenick),861.0,66.25,3,12.99622641509434,52.45599,13.55115
Potsdamer Straße 4,Tiergarten(Tiergarten),1670.0,92.0,3,18.152173913043477,52.5100083,13.3732867
Sophienstr. 8,Mitte(Mitte),1843.16,83.78,3,22.0,52.52516439999999,13.4021244
Karlsruher Str. 18,Wilmersdorf(Wilmersdorf),1222.0,47.0,2,26.0,52.5015674,13.2945661
,Friedrichshain(Friedrichshain),1500.0,47.0,2,31.914893617021278,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),1500.0,45.78,2,32.7653997378768,52.51582399999999,13.4539891
Friedrichshagener Straße 2,Köpenick(Köpenick),1415.0,116.65,3,12.130304329189883,52.45265999999999,13.57669
Genthiner Strasse 46,Tiergarten(Tiergarten),1450.0,58.94,2,24.601289446895148,52.502064,13.3583485
,Friedrichshain(Friedrichshain),2442.88,107.0,3,22.830654205607477,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),2354.88,107.0,3,22.00822429906542,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),2444.18,109.0,4,22.42366972477064,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),3272.9,142.0,4,23.048591549295775,52.51582399999999,13.4539891
,Friedrichshain(Friedrichshain),2824.03,131.0,4,21.557480916030535,52.51582399999999,13.4539891
Stralauer Allee 13-14,Friedrichshain(Friedrichshain),1061.34,51.0,2,20.810588235294116,52.4980954,13.4608058
Marienfelder Chaussee 21,Buckow(Neukölln),390.0,36.0,1,10.833333333333334,52.41949,13.42361
Malmöer Strasse 18,PrenzlauerBerg(PrenzlauerBerg),1170.0,55.0,1,21.272727272727273,52.5536498,13.4028235
Huttenstraße 26 A,Tiergarten(Tiergarten),1200.0,55.0,2,21.818181818181817,52.52898,13.31735
Bernauer Straße 134,Tegel(Reinickendorf),689.0,57.68,2,11.945214979195562,52.5760039,13.2772059
Bottroper Weg 29,Tegel(Reinickendorf),689.0,63.25,2,10.893280632411066,52.57652539999999,13.2775941
Hasenholzer Allee 34,Marzahn(Marzahn),600.91,55.64,2,10.799964054636952,52.5425853,13.5767796
Hubertusstr. 7,Rahnsdorf(Köpenick),3170.0,186.7,5,16.979110873058385,52.4597054,13.3260977
Möllhausenufer 08,Köpenick(Köpenick),2500.0,229.8,4,10.879025239338555,52.4138965,13.5917595
Gerichtstraße 67,Wedding(Wedding),590.0,26.0,1,22.692307692307693,52.54398579999999,13.3728467
Heidestraße 19,Tiergarten(Tiergarten),1638.02,83.36,3,19.649952015355087,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1674.06,87.1,3,19.219977037887485,52.5342539,13.3652218
Falkenseer Chaussee 264,Spandau(Spandau),572.37,70.29,3,8.142979086641057,52.54712439999999,13.1855051
Eintrachtstraße 3,Pankow(Pankow),1254.0,88.0,3,14.25,52.5719793,13.4103294
Lützowstr 81,Tiergarten(Tiergarten),2200.0,84.0,3,26.19047619047619,52.5035456,13.362036
Kaiserstraße 10,Lichterfelde(Steglitz),598.0,63.0,2,9.492063492063492,52.44509,13.37581
Landjägerstraße 21/23,Köpenick(Köpenick),645.0,46.82,2,13.77616403246476,52.44412,13.58113
Trelleborger Straße 5,Pankow(Pankow),1499.0,78.0,2,19.21794871794872,52.5544129,13.4182817
Trelleborger Straße 5,Pankow(Pankow),975.0,55.5,2,17.56756756756757,52.5544129,13.4182817
,Charlottenburg(Charlottenburg),2940.0,200.0,5,14.7,52.5166023,13.3041054
,Charlottenburg(Charlottenburg),3234.0,220.0,5,14.7,52.5166023,13.3041054
Avenue Charles de Gaulle 7A,Wittenau(Reinickendorf),1036.75,79.75,3,13.0,52.6023654,13.3219412
,Charlottenburg(Charlottenburg),6174.0,420.0,10,14.7,52.5166023,13.3041054
Brüder-Grimm-Gasse 2,Tiergarten(Tiergarten),1698.0,101.02,3,16.80855276182934,52.50664,13.37421
Alte Potsdamer Straße 11,Tiergarten(Tiergarten),1890.0,120.64,4,15.666445623342176,52.5080051,13.3738108
,Charlottenburg(Charlottenburg),1588.0,108.0,3,14.703703703703704,52.5166023,13.3041054
Konrad-Zuse-Straße 8 A,Johannisthal(Treptow),785.03,58.15,2,13.500085984522785,52.4354507,13.5263769
Konrad-Zuse-Straße 6 A,Johannisthal(Treptow),1147.44,95.62,3,12.0,52.4354507,13.5263769
Konrad-Zuse-Straße 2,Johannisthal(Treptow),786.11,58.23,2,13.500085866391895,52.4354507,13.5263769
Konrad-Zuse-Straße 4,Johannisthal(Treptow),910.44,75.87,3,12.0,52.4354507,13.5263769
Konrad-Zuse-Straße 6 ,Johannisthal(Treptow),1088.52,90.71,3,12.0,52.4354507,13.5263769
Konrad-Zuse-Straße 6 A,Johannisthal(Treptow),562.05,37.47,1,15.0,52.4354507,13.5263769
Wiesbadener 4,Friedenau(Schöneberg),1200.0,109.0,4,11.009174311926605,52.40009,13.41207
Rathenaustraße 30,Oberschöneweide(Köpenick),555.0,47.88,2,11.591478696741854,52.4602143,13.5300615
Wexstraße 13,Schöneberg(Schöneberg),530.0,23.37,1,22.67864783910997,52.47883770000001,13.3367104
Lynarstraße 13,Spandau(Spandau),415.07,38.0,1,10.922894736842105,52.54072,13.35953
Chausseestraße 60a,Mitte(Mitte),1529.85,98.7,3,15.499999999999998,52.536725,13.375947
Siemensstraße 12,Tiergarten(Tiergarten),799.24,61.48,2,13.0,52.4641346,13.5102691
Hortensienstraße 28,Lichterfelde(Steglitz),1853.88,154.49,4,12.0,52.4477195,13.3052693
Gitschiner Str. 38,Kreuzberg(Kreuzberg),350.44,42.99,1,8.151663177483135,52.49784,13.4101586
Ulmenallee 20,Charlottenburg(Charlottenburg),563.0,48.55,1,11.596292481977343,52.51693789999999,13.2718865
Meinekestraße  20,Charlottenburg(Charlottenburg),1247.73,86.05,2,14.500058105752471,52.5012298,13.3292273
Lindenstraße 4,Köpenick(Köpenick),1340.0,116.35,3,11.516974645466266,52.4993698,13.3955478
Metropolitan Park 62,Staaken(Spandau),1150.0,95.0,3,12.105263157894736,52.52000659999999,13.404954
Wattstr. 10,Oberschöneweide(Köpenick),750.0,74.65,2,10.046885465505692,52.54098399999999,13.3903744
Baumschulenstraße 25,Baumschulenweg(Treptow),1530.0,115.45,4,13.25249025552187,52.4645844,13.4869013
Sächsische Straße 3,Wilmersdorf(Wilmersdorf),3000.0,122.0,4,24.59016393442623,52.498952,13.3186303
Jablonskistraße 6a,PrenzlauerBerg(PrenzlauerBerg),1380.69,63.73,2,21.664679115016476,52.5359997,13.4294561
Dunckerstr. 87,PrenzlauerBerg(PrenzlauerBerg),1398.19,81.67,3,17.119995102240726,52.54132999999999,13.41881
Invalidenstrasse 6,Mitte(Mitte),1309.66,59.53,2,22.0,52.5322276,13.3930809
Gothaer Str. 2 E,Hellersdorf(Hellersdorf),495.67,70.81,4,7.0,52.54111,13.58793
Luckenwalder Str. 14,Hellersdorf(Hellersdorf),276.25,32.5,1,8.5,52.50030049999999,13.3761277
Michendorfer Straße 7,Hellersdorf(Hellersdorf),303.44,37.93,1,8.0,52.5446793,13.5859109
Luckenwalder Str. 62,Hellersdorf(Hellersdorf),631.81,74.33,3,8.500067267590474,52.54376000000001,13.58551
Marienstraße 22,Mitte(Mitte),2700.0,160.0,4,16.875,52.52246,13.38282
Nahe Winterfeldstraße 60,Schöneberg(Schöneberg),883.0,94.0,2,9.393617021276595,52.4968025,13.351158
Heidestraße 19,Tiergarten(Tiergarten),1614.62,84.98,3,18.999999999999996,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1931.8,104.14,4,18.550028807374687,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1524.89,79.01,3,19.29996203012277,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1604.14,90.12,3,17.800044385264094,52.5342539,13.3652218
Müllerstr. 67,Wedding(Wedding),575.0,40.34,2,14.253842340109072,52.5566525,13.3418416
Kreutziger Straße 26,Friedrichshain(Friedrichshain),843.6,70.3,2,12.0,52.51418229999999,13.4609459
Nantesstraße 79,FranzösischBuchholz(Pankow),949.0,83.59,3,11.35303265940902,52.60492,13.41763
Grünstraße 7,Köpenick(Köpenick),738.0,49.2,2,15.0,52.44475,13.5756
Grünstraße 7,Köpenick(Köpenick),649.38,41.1,1,15.799999999999999,52.44475,13.5756
Pasewalker Str. 68,FranzösischBuchholz(Pankow),756.95,72.09,3,10.500069357747261,52.59554,13.43296
Hufelandstraße 16,PrenzlauerBerg(PrenzlauerBerg),1730.0,80.5,4,21.490683229813666,52.53178,13.43164
Hufelandstraße 16,PrenzlauerBerg(PrenzlauerBerg),1730.0,80.5,4,21.490683229813666,52.53178,13.43164
Hufelandstraße 16,PrenzlauerBerg(PrenzlauerBerg),1730.0,80.5,4,21.490683229813666,52.53178,13.43164
Gabriele-Tergit Promenade 21,Tiergarten(Tiergarten),1295.0,64.0,2,20.234375,52.5039938,13.3744329
Bernauer Str. 141-145,Tegel(Reinickendorf),432.84,51.75,"1,5",8.364057971014493,52.5756813,13.2696308
Auerstr. 1,Friedrichshain(Friedrichshain),1999.0,134.0,3,14.917910447761194,52.518237,13.44277
Sybelstr. 35,Charlottenburg(Charlottenburg),2700.0,169.53,5,15.926384710670678,52.5017651,13.2971093
Sybelstr. 35,Charlottenburg(Charlottenburg),2780.0,173.79,2,15.99631739455665,52.5017651,13.2971093
Hönower Str. 185,Mahlsdorf(Hellersdorf),495.0,40.0,2,12.375,52.521209,13.618027
Griesinger Straße 13 + 15,Spandau(Spandau),991.0,79.3,3,12.496847414880202,52.56074,13.15162
Friedhofstr. 2,Alt-Hohenschönhausen(Hohenschönhausen),677.7,62.75,2,10.8,52.5464602,13.4811045
Zimmerstraße 92,Mitte(Mitte),1299.9,54.05,2,24.049953746530992,52.5075361,13.38788
Rhinstraße 13,Friedrichsfelde(Lichtenberg),949.0,91.12,4,10.414837576821773,52.5127258,13.5180114
,Oberschöneweide(Köpenick),508.0,45.0,1,11.28888888888889,52.46877079999999,13.5145259
,Oberschöneweide(Köpenick),880.0,80.0,2,11.0,52.46877079999999,13.5145259
Kilstetter Straße 14,Zehlendorf(Zehlendorf),1049.75,83.98,3,12.5,52.4335036,13.2753302
Rathenower Str. 45,Tiergarten(Tiergarten),1401.66,107.82,3,13.000000000000002,52.5333765,13.3499665
Knüllweg 9,Spandau(Spandau),505.63,59.35,2,8.519460825610784,52.5505,13.17535
,Friedrichshain(Friedrichshain),1548.0,115.0,4,13.460869565217392,52.51582399999999,13.4539891
,Charlottenburg(Charlottenburg),1600.0,55.0,2,29.09090909090909,52.5166023,13.3041054
Metropolitan Park 56,Staaken(Spandau),790.0,76.0,2,10.394736842105264,52.52000659999999,13.404954
Linienstraße 220/221,Mitte(Mitte),2400.0,121.31,4,19.78402440029676,52.52830849999999,13.4083372
Invalidenstraße H 77,Tiergarten(Tiergarten),1900.0,92.0,3,20.652173913043477,52.52899859999999,13.377927
Invalidenstraße H 79,Tiergarten(Tiergarten),3600.0,157.0,5,22.929936305732483,52.52899859999999,13.377927
Hilda-Geiringer-Weg H 7,Tiergarten(Tiergarten),1720.0,78.0,2,22.05128205128205,52.5268643,13.3724638
Koenigsallee 19a,Grunewald(Wilmersdorf),3101.55,206.77,3,15.0,52.4906622,13.2775166
Geinsheimer Weg 6,Müggelheim(Köpenick),1000.0,72.36,3,13.819789939192924,52.4108572,13.6662927
Geinsheimer Weg 6,Müggelheim(Köpenick),1600.0,131.29,5,12.186762129636683,52.4108572,13.6662927
Geinsheimer Weg 6,Müggelheim(Köpenick),950.0,67.86,3,13.99941055113469,52.4108572,13.6662927
Heidestraße 19,Tiergarten(Tiergarten),1117.51,59.92,2,18.650033377837115,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1083.56,57.79,2,18.7499567399204,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1183.53,63.46,2,18.650015757957767,52.5342539,13.3652218
Fischerstr. 33/34,Spandau(Spandau),709.89,55.0,1,12.90709090909091,52.536351,13.2056426
Fischerstr. 33/34,Spandau(Spandau),1175.25,94.0,3,12.502659574468085,52.536351,13.2056426
Heidestraße 19,Tiergarten(Tiergarten),1071.15,57.9,2,18.500000000000004,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1168.22,63.49,2,18.400063002047567,52.5342539,13.3652218
Schöneberger Ufer 5b,Kreuzberg(Kreuzberg),1490.0,66.0,2,22.575757575757574,52.5026968,13.3739203
Gerichtstraße 65-68,Wedding(Wedding),585.0,25.1,1,23.306772908366533,52.5436407,13.3726169
,Kreuzberg(Kreuzberg),2550.0,170.0,3,15.0,52.4876613,13.3814081
Invalidenstrasse 1,Mitte(Mitte),1605.82,50.18,2,32.001195695496214,52.5327286,13.3984956
Invalidenstrasse 1,Mitte(Mitte),2091.94,65.37,2,32.001529753709654,52.5327286,13.3984956
Invalidenstrasse 1,Mitte(Mitte),2154.24,67.32,2,32.0,52.5327286,13.3984956
Invalidenstrasse 1,Mitte(Mitte),2274.98,71.09,2,32.00140666760444,52.5327286,13.3984956
Lausitzerstr 6,Kreuzberg(Kreuzberg),1250.0,67.0,2,18.65671641791045,52.497884,13.429134
Wexstraße 13-15,Schöneberg(Schöneberg),531.0,24.18,1,21.96029776674938,52.47883770000001,13.3367104
,Friedrichshain(Friedrichshain),1197.02,65.59,2,18.250038115566397,52.51582399999999,13.4539891
Grimmstraße 23,Kreuzberg(Kreuzberg),850.0,42.0,2,20.238095238095237,52.4936398,13.4148785
Schkeuditzer Str. 36,Hellersdorf(Hellersdorf),770.0,72.3,3,10.650069156293224,52.54069759999999,13.6245122
,Charlottenburg(Charlottenburg),2240.0,140.0,3,16.0,52.5166023,13.3041054
Uhlandstraße 167,Charlottenburg(Charlottenburg),1300.0,89.0,3,14.606741573033707,52.5006687,13.3251604
Marchlewskistr. 77,Friedrichshain(Friedrichshain),1600.0,87.0,2,18.39080459770115,52.5108,13.44742
,Britz(Neukölln),579.52,72.94,"2,5",7.945160405812997,52.4526678,13.438604
,Steglitz(Steglitz),1280.0,71.08,3,18.007878446820484,52.4530959,13.3311709
Neustädtische Kirchstraße 7,Mitte(Mitte),1500.0,98.0,3,15.306122448979592,52.51927,13.38551
,Tiergarten(Tiergarten),1658.0,100.0,4,16.58,52.5141516,13.3591634
,Neukölln(Neukölln),1440.0,80.0,2,18.0,52.4743863,13.4470859
Markgrafenstraße 42,Mitte(Mitte),3850.0,209.0,4,18.42105263157895,52.5152908,13.3932089
,Mitte(Mitte),4400.0,123.0,2,35.77235772357724,52.519444,13.4066669
Heilbronner Strasse 10,Wilmersdorf(Wilmersdorf),1250.0,69.0,2,18.115942028985508,52.5013035,13.2939565
,PrenzlauerBerg(PrenzlauerBerg),1240.0,81.33,2,15.246526496987581,52.5391787,13.4242073
Bossestraße  6B,Friedrichshain(Friedrichshain),1569.19,111.37,4,14.089880578252671,52.5001007,13.460468
Perleberger Srasse 63,Tiergarten(Tiergarten),426.27,48.44,1,8.799958711808422,52.5353078,13.3566284
Fischzug 1A,Friedrichshain(Friedrichshain),1095.0,72.96,2,15.008223684210527,52.497378,13.46983
Marienfelder Straße 82,Lichtenrade(Tempelhof),910.0,70.19,2,12.964809801966092,52.39171,13.40776
Marienfelder Straße 82,Lichtenrade(Tempelhof),1240.0,95.61,3,12.969354670013598,52.39171,13.40776
Ansbacher Straße 76,Schöneberg(Schöneberg),1850.0,91.0,3,20.32967032967033,52.494979,13.3384269
Wadzeckstraße 4,Mitte(Mitte),540.0,27.01,1,19.992595335061086,52.5245841,13.4149331
Hochstraße 45,Wedding(Wedding),1000.0,76.12,2,13.137151865475564,52.5439153,13.3778001
,Adlershof(Treptow),1100.0,96.0,4,11.458333333333334,52.434879,13.5421149
Straßburgerstr 60,PrenzlauerBerg(PrenzlauerBerg),1599.0,81.5,3,19.619631901840492,52.52852559999999,13.4119328
Parksiedlung Spruch 3 bis 137,Buckow(Neukölln),563.64,59.33,"1,5",9.500084274397437,52.42153,13.41206
Waldemarstr. 18,Niederschönhausen(Pankow),569.82,56.8,2,10.032042253521128,52.4989716,13.4280437
Chausseestraße 94,Mitte(Mitte),2680.0,167.0,3,16.047904191616766,52.5362983,13.3750149
,Biesdorf(Marzahn),1050.0,80.03,3,13.120079970011245,52.50866680000001,13.5614488
Rudolf-von-Gneist-Gasse 1,Tiergarten(Tiergarten),918.0,52.85,1,17.369914853358562,52.50723079999999,13.374309
Heidestraße 19,Tiergarten(Tiergarten),2131.92,101.52,3,21.0,52.5342539,13.3652218
Heidestraße 19,Tiergarten(Tiergarten),1543.19,81.65,3,18.90006123698714,52.5342539,13.3652218
Genthiner Str. 40,Tiergarten(Tiergarten),3012.48,167.36,4,18.0,52.50235,13.35827
Genthiner Str. 42,Tiergarten(Tiergarten),1730.0,93.0,3,18.602150537634408,52.5021511,13.3584922
Kirchhainer Damm 104,Lichtenrade(Tempelhof),1975.0,262.0,"7,5",7.538167938931298,52.3771879,13.4166834
Große-Leege-Straße 107,Alt-Hohenschönhausen(Hohenschönhausen),591.96,55.0,2,10.762909090909092,52.5462953,13.5004283
Konrad-Wolf-Str. 12D,Alt-Hohenschönhausen(Hohenschönhausen),743.51,84.5,4,8.798934911242604,52.54799,13.49735
Kastanienweg 1,Spandau(Spandau),663.18,63.16,2,10.5,52.57123,13.20819
Dudenstraße 24,Kreuzberg(Kreuzberg),1999.0,110.0,3,18.172727272727272,52.4851928,13.3818812
Glienicker Weg 116,Adlershof(Treptow),531.03,57.1,3,9.299999999999999,52.43469,13.55749
Plantage 8,Spandau(Spandau),695.0,55.6,2,12.5,52.5321741,13.2024271
Gerichtstraße 66,Wedding(Wedding),500.0,19.5,1,25.641025641025642,52.5438401,13.3727583
Wexstraße 13-15,Schöneberg(Schöneberg),545.0,24.23,1,22.492777548493603,52.47883770000001,13.3367104
Alt-Friedrichsfelde 81,Friedrichsfelde(Lichtenberg),649.0,67.88,2,9.560989982321745,52.51083,13.52313
Hohenzollerndamm 58,Schmargendorf(Wilmersdorf),589.0,62.05,2,9.492344883158744,52.48643980000001,13.2969727
Blankenburger Str. 151 a,FranzösischBuchholz(Pankow),1283.35,122.34,3,10.490027791401012,52.5884539,13.4279389
Brunnenstraße 27,Mitte(Mitte),2593.4,129.67,4,20.000000000000004,52.53428,13.39882
Janusz-Korczak-Str. 15,Hellersdorf(Hellersdorf),899.0,88.68,4,10.137573297248533,52.53797489999999,13.6015089
Genthiner 40,Tiergarten(Tiergarten),2020.86,112.27,3,18.0,52.5104779,13.3787603
Kneippstraße 35,Hermsdorf(Reinickendorf),1460.72,153.76,4,9.5,52.62177,13.29695
Nogatstraße 38,Neukölln(Neukölln),790.3,45.16,2,17.5,52.46939450000001,13.4336305
Nogatstraße 41,Neukölln(Neukölln),585.0,32.49,1,18.005540166204984,52.4695297,13.4346641
,Reinickendorf(Reinickendorf),1144.0,88.0,3,13.0,52.5734383,13.3592052
Genthiner 40,Tiergarten(Tiergarten),2876.04,159.78,4,18.0,52.5104779,13.3787603
Weverstrasse 36,Spandau(Spandau),430.14,71.69,3,6.0,52.51981,13.19024
Hertastraße 27,Neukölln(Neukölln),1200.0,78.79,4,15.23035918263739,52.46667,13.43564
,Lichterfelde(Steglitz),965.1,111.96,3,8.620042872454448,52.4313941,13.3096735
Blumberger Damm 6,Biesdorf(Marzahn),331.49,33.93,1,9.769820218096081,52.5259144,13.567201
Lübecker Straße 23,Tiergarten(Tiergarten),399.97,35.0,1,11.427714285714286,52.53055,13.34567
Rehagener Stra. 25,Lichtenrade(Tempelhof),500.0,40.57,1,12.324377618930244,52.3874071,13.4037135
,Buckow(Neukölln),1300.0,100.0,3,13.0,52.4236302,13.4366333
Hauptstraße 29,Schöneberg(Schöneberg),1443.64,77.2,"2,5",18.7,52.5863115,13.3676959
An der Filmfabrik 06,Köpenick(Köpenick),1194.0,102.88,3,11.605754276827373,52.4505829,13.5851
Mönchstraße 1-5,Spandau(Spandau),862.25,63.87,2,13.500078284014405,52.5374254,13.2048287
Heidestraße 19,Tiergarten(Tiergarten),1543.56,81.67,3,18.899963266805436,52.5342539,13.3652218
